,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-01-04,160.77000427246094,161.3800048828125,157.1300048828125,160.3800048828125,145.6262969970703,7243400
1,2021-01-05,159.44000244140625,162.0800018310547,159.1199951171875,160.9199981689453,146.11660766601562,3911900
2,2021-01-06,158.3699951171875,165.14999389648438,158.0,163.07000732421875,148.06884765625,4937000
3,2021-01-07,163.4499969482422,164.83999633789062,162.7899932861328,163.7100067138672,148.64991760253906,4144100
4,2021-01-08,163.74000549316406,166.25,163.0399932861328,165.0500030517578,149.86669921875,4971200
5,2021-01-11,164.91000366210938,167.39999389648438,164.3000030517578,166.32000732421875,151.0198516845703,3005200
6,2021-01-12,166.2899932861328,170.24000549316406,165.16000366210938,168.99000549316406,153.44422912597656,4036900
7,2021-01-13,170.1300048828125,171.69000244140625,169.22000122070312,169.8300018310547,154.20693969726562,3291800
8,2021-01-14,170.35000610351562,172.5800018310547,169.97000122070312,170.38999938964844,154.71543884277344,4090900
9,2021-01-15,168.49000549316406,172.00999450683594,168.0,171.33999633789062,155.57803344726562,3727200
10,2021-01-19,172.89999389648438,173.80999755859375,170.63999938964844,170.75999450683594,155.59628295898438,4683100
11,2021-01-20,171.24000549316406,174.0500030517578,169.64999389648438,172.38999938964844,157.08151245117188,3899800
12,2021-01-21,173.58999633789062,175.07000732421875,172.25999450683594,172.33999633789062,157.03599548339844,5322600
13,2021-01-22,171.88999938964844,174.1199951171875,171.02999877929688,172.39999389648438,157.0906219482422,3612300
14,2021-01-25,172.91000366210938,175.14999389648438,171.44000244140625,174.10000610351562,158.63970947265625,4764100
15,2021-01-26,174.2899932861328,174.89999389648438,173.0,173.6999969482422,158.27520751953125,2496200
16,2021-01-27,171.0399932861328,171.86000061035156,167.0399932861328,167.7100067138672,152.81715393066406,4762700
17,2021-01-28,168.88999938964844,173.72999572753906,167.75999450683594,172.33999633789062,157.03599548339844,3816600
18,2021-01-29,171.5500030517578,171.8000030517578,166.5,166.85000610351562,152.03350830078125,4400500
19,2021-02-01,167.1199951171875,168.19000244140625,162.13999938964844,163.3699951171875,148.86253356933594,3898500
20,2021-02-02,163.8800048828125,167.7899932861328,163.44000244140625,166.66000366210938,151.8603515625,3181900
21,2021-02-03,166.25999450683594,170.22000122070312,166.11000061035156,169.8800048828125,154.79440307617188,2996500
22,2021-02-04,170.52999877929688,173.13999938964844,169.80999755859375,173.02999877929688,157.66470336914062,2679800
23,2021-02-05,174.67999267578125,175.1999969482422,173.19000244140625,175.02999877929688,159.4871063232422,2562700
24,2021-02-08,175.97999572753906,179.2100067138672,175.50999450683594,179.1699981689453,163.25942993164062,3421800
25,2021-02-09,178.8300018310547,179.4600067138672,177.3800048828125,177.77999877929688,161.99285888671875,2723800
26,2021-02-10,179.0,179.0,175.13999938964844,177.24000549316406,161.50083923339844,2837900
27,2021-02-11,176.99000549316406,177.63999938964844,174.8800048828125,175.72999572753906,160.1249542236328,2783900
28,2021-02-12,175.77000427246094,177.6699981689453,175.41000366210938,177.16000366210938,161.4279327392578,2035500
29,2021-02-16,176.27000427246094,177.3000030517578,173.92999267578125,174.05999755859375,158.60325622558594,2947700
30,2021-02-17,173.85000610351562,177.47000122070312,173.5,177.1300048828125,161.40061950683594,2244100
31,2021-02-18,175.9600067138672,178.0500030517578,175.35000610351562,177.16000366210938,161.4279327392578,2758700
32,2021-02-19,177.50999450683594,179.10000610351562,176.77999877929688,177.5399932861328,161.77420043945312,2842000
33,2021-02-22,176.22000122070312,176.49000549316406,172.1999969482422,172.41000366210938,157.09974670410156,3767700
34,2021-02-23,170.75,170.91000366210938,165.0,168.58999633789062,153.6189727783203,5149500
